Region,Month of Period End,Median Sale Price,Median Sale Price MoM ,Median Sale Price YoY ,Homes Sold,Homes Sold MoM ,Homes Sold YoY ,New Listings,New Listings MoM ,New Listings YoY ,Inventory,Inventory MoM , Inventory YoY ,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List,Average Sale To List MoM ,Average Sale To List YoY 
,February 2021,$830K,5.7%,-26.3%,39,-11.4%,8.3%,58,18.4%,38.1%,69,4.5%,81.6%,77,8,8,98.8%,-0.4%,-0.3%
,March 2021,$904K,8.9%,-19.7%,46,17.9%,48.4%,85,46.6%,66.7%,70,1.4%,79.5%,70,-7,22,99.4%,0.6%,-0.7%
,April 2021,$945K,4.5%,-19.6%,69,50.0%,109.1%,101,18.8%,146.3%,75,7.1%,108.3%,55,-15,8,100.2%,0.8%,1.3%
,May 2021,$983K,4.0%,-16.3%,86,24.6%,218.5%,105,4.0%,169.2%,64,-14.7%,45.5%,51,-4,8,100.3%,0.1%,1.5%
,June 2021,$936K,-4.8%,-14.9%,95,10.5%,251.9%,88,-16.2%,60.0%,55,-14.1%,-8.3%,45,-7,1,100.3%,0.0%,2.2%
,July 2021,$932K,-0.4%,-1.6%,84,-11.6%,147.1%,82,-6.8%,22.4%,61,10.9%,7.0%,49,5,0,99.9%,-0.3%,2.1%
,August 2021,$935K,0.3%,2.6%,78,-7.1%,52.9%,80,-2.4%,1.3%,60,-1.6%,-4.8%,47,-3,-3,100.8%,0.9%,2.1%
"Los Angeles, CA - Century City",January 2014,$870K,-1.1%,2.4%,32,-22.0%,18.5%,31,-11.4%,-22.5%,58,0.0%,45.0%,70,11,-41,95.4%,0.0%,2.9%
,February 2014,$981K,12.7%,4.2%,28,-12.5%,-17.6%,45,45.2%,-4.3%,63,8.6%,65.8%,96,26,40,95.4%,-0.1%,2.2%
,March 2014,$983K,0.2%,9.3%,32,14.3%,-3.0%,54,20.0%,-14.3%,62,-1.6%,31.9%,119,23,78,96.4%,1.0%,1.9%
,April 2014,"$1,000K",1.8%,19.0%,42,31.3%,10.5%,57,5.6%,-1.7%,62,0.0%,29.2%,111,-8,66,96.5%,0.1%,2.2%
,May 2014,$965K,-3.5%,24.5%,45,7.1%,21.6%,52,-8.8%,-18.8%,55,-11.3%,3.8%,94,-18,43,97.5%,1.0%,1.9%
,June 2014,"$1,025K",6.2%,32.8%,37,-17.8%,-11.9%,52,0.0%,-3.7%,58,5.5%,9.4%,65,-29,10,97.3%,-0.2%,1.5%
,July 2014,"$1,000K",-2.4%,30.6%,39,5.4%,2.6%,43,-17.3%,-15.7%,60,3.4%,7.1%,49,-16,-14,97.4%,0.1%,0.0%
,August 2014,"$1,000K",0.0%,25.0%,35,-10.3%,-5.4%,42,-2.3%,-35.4%,53,-11.7%,-22.1%,37,-12,-26,96.3%,-1.1%,-0.2%
,September 2014,$993K,-0.7%,6.2%,39,11.4%,8.3%,46,9.5%,-25.8%,64,20.8%,-1.5%,41,4,-31,96.5%,0.2%,-0.7%
,October 2014,$880K,-11.4%,-23.5%,40,2.6%,5.3%,54,17.4%,-19.4%,57,-10.9%,-13.6%,44,3,-21,97.1%,0.6%,0.2%
,November 2014,$850K,-3.4%,-8.6%,36,-10.0%,-14.3%,51,-5.6%,30.8%,54,-5.3%,-14.3%,56,12,-4,98.0%,0.8%,1.4%
,December 2014,$725K,-14.7%,-17.6%,35,-2.8%,-14.6%,32,-37.3%,-8.6%,42,-22.2%,-27.6%,39,-17,-20,99.1%,1.1%,3.6%
,January 2015,$755K,4.1%,-13.2%,29,-17.1%,-9.4%,26,-18.8%,-16.1%,49,16.7%,-15.5%,42,3,-28,97.7%,-1.4%,2.2%
,February 2015,$730K,-3.3%,-25.6%,25,-13.8%,-10.7%,26,0.0%,-42.2%,44,-10.2%,-30.2%,47,5,-49,96.7%,-0.9%,1.4%
,March 2015,$900K,23.3%,-8.4%,21,-16.0%,-34.4%,45,73.1%,-16.7%,52,18.2%,-16.1%,68,21,-51,95.4%,-1.3%,-0.9%
,April 2015,$760K,-15.6%,-24.0%,25,19.0%,-40.5%,44,-2.2%,-22.8%,47,-9.6%,-24.2%,23,-45,-88,96.8%,1.3%,0.3%
,May 2015,$755K,-0.7%,-21.8%,28,12.0%,-37.8%,43,-2.3%,-17.3%,47,0.0%,-14.5%,45,22,-49,97.5%,0.7%,0.0%
,June 2015,$757K,0.2%,-26.2%,36,28.6%,-2.7%,43,0.0%,-17.3%,50,6.4%,-13.8%,31,-14,-35,98.4%,0.9%,1.1%
,July 2015,$759K,0.3%,-24.1%,34,-5.6%,-12.8%,48,11.6%,11.6%,49,-2.0%,-18.3%,33,2,-17,99.2%,0.8%,1.8%
,August 2015,$769K,1.3%,-23.2%,35,2.9%,0.0%,52,8.3%,23.8%,47,-4.1%,-11.3%,33,1,-4,99.1%,-0.1%,2.8%
,September 2015,$800K,4.1%,-19.4%,27,-22.9%,-30.8%,44,-15.4%,-4.3%,44,-6.4%,-31.3%,43,10,2,98.8%,-0.3%,2.4%
,October 2015,$825K,3.1%,-6.3%,21,-22.2%,-47.5%,49,11.4%,-9.3%,50,13.6%,-12.3%,62,19,19,96.2%,-2.7%,-0.9%
,November 2015,$850K,3.0%,0.0%,26,23.8%,-27.8%,37,-24.5%,-27.5%,39,-22.0%,-27.8%,63,1,7,96.5%,0.3%,-1.4%
,December 2015,$879K,3.4%,21.2%,31,19.2%,-11.4%,30,-18.9%,-6.3%,32,-17.9%,-23.8%,40,-23,1,96.0%,-0.5%,-3.1%
,January 2016,$867K,-1.4%,14.8%,32,3.2%,10.3%,31,3.3%,19.2%,42,31.3%,-14.3%,60,20,18,97.4%,1.4%,-0.3%
,February 2016,$940K,8.4%,28.8%,27,-15.6%,8.0%,48,54.8%,84.6%,45,7.1%,2.3%,63,4,16,97.6%,0.2%,0.8%
,March 2016,$890K,-5.3%,-1.1%,20,-25.9%,-4.8%,55,14.6%,22.2%,44,-2.2%,-15.4%,75,12,7,98.3%,0.7%,2.8%
,April 2016,"$1,025K",15.2%,34.9%,31,55.0%,24.0%,52,-5.5%,18.2%,45,2.3%,-4.3%,34,-41,11,97.7%,-0.5%,1.0%
,May 2016,$968K,-5.6%,28.1%,34,9.7%,21.4%,43,-17.3%,0.0%,40,-11.1%,-14.9%,34,0,-11,97.1%,-0.6%,-0.3%
,June 2016,"$1,045K",8.0%,38.1%,35,2.9%,-2.8%,37,-14.0%,-14.0%,33,-17.5%,-34.0%,46,12,15,97.1%,-0.1%,-1.3%
,July 2016,$813K,-22.2%,7.0%,26,-25.7%,-23.5%,37,0.0%,-22.9%,40,21.2%,-18.4%,52,7,20,97.1%,0.1%,-2.0%
,August 2016,$845K,4.0%,10.0%,25,-3.8%,-28.6%,44,18.9%,-15.4%,39,-2.5%,-17.0%,41,-11,8,97.9%,0.8%,-1.2%
,September 2016,$788K,-6.8%,-1.6%,30,20.0%,11.1%,55,25.0%,25.0%,42,7.7%,-4.5%,42,1,-1,98.4%,0.5%,-0.4%
,October 2016,$918K,16.5%,11.2%,35,16.7%,66.7%,48,-12.7%,-2.0%,38,-9.5%,-24.0%,43,1,-20,98.1%,-0.3%,1.9%
,November 2016,$983K,7.1%,15.6%,37,5.7%,42.3%,45,-6.3%,21.6%,45,18.4%,15.4%,54,12,-9,97.6%,-0.5%,1.0%
,December 2016,$985K,0.3%,12.1%,33,-10.8%,6.5%,34,-24.4%,13.3%,44,-2.2%,37.5%,51,-3,11,96.6%,-1.0%,0.6%
,January 2017,"$1,050K",6.6%,21.1%,25,-24.2%,-21.9%,37,8.8%,19.4%,46,4.5%,9.5%,48,-3,-12,96.4%,-0.2%,-1.0%
,February 2017,"$1,025K",-2.4%,9.0%,23,-8.0%,-14.8%,31,-16.2%,-35.4%,37,-19.6%,-17.8%,48,0,-15,96.1%,-0.3%,-1.5%
,March 2017,"$1,000K",-2.4%,12.4%,28,21.7%,40.0%,37,19.4%,-32.7%,42,13.5%,-4.5%,29,-20,-47,97.0%,0.9%,-1.3%
,April 2017,$954K,-4.6%,-6.9%,26,-7.1%,-16.1%,43,16.2%,-17.3%,45,7.1%,0.0%,24,-5,-10,97.5%,0.5%,-0.2%
,May 2017,$932K,-2.3%,-3.7%,30,15.4%,-11.8%,48,11.6%,11.6%,39,-13.3%,-2.5%,36,12,2,97.6%,0.1%,0.5%
,June 2017,$990K,6.2%,-5.3%,42,40.0%,20.0%,49,2.1%,32.4%,40,2.6%,21.2%,37,2,-9,96.9%,-0.7%,-0.1%
,July 2017,$991K,0.1%,21.9%,50,19.0%,92.3%,37,-24.5%,0.0%,37,-7.5%,-7.5%,37,0,-15,97.5%,0.6%,0.4%
,August 2017,$981K,-1.0%,16.1%,47,-6.0%,88.0%,39,5.4%,-11.4%,33,-10.8%,-15.4%,47,10,6,97.8%,0.3%,-0.1%
,September 2017,"$1,030K",5.0%,30.8%,37,-21.3%,23.3%,37,-5.1%,-32.7%,29,-12.1%,-31.0%,35,-12,-7,98.7%,0.9%,0.2%
,October 2017,"$1,043K",1.2%,13.6%,30,-18.9%,-14.3%,45,21.6%,-6.3%,32,10.3%,-15.8%,26,-9,-17,98.1%,-0.5%,0.0%
,November 2017,"$1,125K",7.9%,14.5%,35,16.7%,-5.4%,32,-28.9%,-28.9%,27,-15.6%,-40.0%,25,-1,-29,98.2%,0.0%,0.6%
,December 2017,"$1,131K",0.5%,14.8%,27,-22.9%,-18.2%,23,-28.1%,-32.4%,20,-25.9%,-54.5%,28,3,-23,98.1%,-0.1%,1.5%
,January 2018,"$1,220K",7.9%,16.2%,32,18.5%,28.0%,21,-8.7%,-43.2%,25,25.0%,-45.7%,58,30,10,97.5%,-0.6%,1.1%
,February 2018,"$1,113K",-8.8%,8.5%,26,-18.8%,13.0%,36,71.4%,16.1%,33,32.0%,-10.8%,64,6,16,97.8%,0.3%,1.7%
,March 2018,"$1,140K",2.5%,14.0%,31,19.2%,10.7%,47,30.6%,27.0%,33,0.0%,-21.4%,25,-40,-4,98.6%,0.8%,1.6%
,April 2018,"$1,150K",0.9%,20.6%,35,12.9%,34.6%,51,8.5%,18.6%,32,-3.0%,-28.9%,26,1,2,99.7%,1.2%,2.2%
,May 2018,$985K,-14.3%,5.7%,33,-5.7%,10.0%,49,-3.9%,2.1%,33,3.1%,-15.4%,26,0,-10,99.6%,-0.1%,2.0%
,June 2018,"$1,210K",22.8%,22.2%,38,15.2%,-9.5%,50,2.0%,2.0%,35,6.1%,-12.5%,30,4,-8,99.0%,-0.6%,2.1%
,July 2018,"$1,190K",-1.6%,20.1%,31,-18.4%,-38.0%,42,-16.0%,13.5%,34,-2.9%,-8.1%,29,-1,-8,98.6%,-0.5%,1.0%
,August 2018,"$1,580K",32.8%,61.1%,32,3.2%,-31.9%,40,-4.8%,2.6%,34,0.0%,3.0%,29,0,-18,99.0%,0.5%,1.3%
,September 2018,"$1,450K",-8.2%,40.8%,25,-21.9%,-32.4%,37,-7.5%,0.0%,36,5.9%,24.1%,19,-10,-16,100.9%,1.9%,2.3%
,October 2018,"$1,180K",-18.6%,13.2%,25,0.0%,-16.7%,34,-8.1%,-24.4%,38,5.6%,18.8%,27,8,1,99.8%,-1.1%,1.7%
,November 2018,"$1,070K",-9.3%,-4.9%,21,-16.0%,-40.0%,30,-11.8%,-6.3%,38,0.0%,40.7%,24,-3,-1,99.7%,-0.1%,1.5%
,December 2018,"$1,070K",0.0%,-5.4%,17,-19.0%,-37.0%,19,-36.7%,-17.4%,32,-15.8%,60.0%,29,5,1,98.4%,-1.2%,0.3%
,January 2019,$910K,-15.0%,-25.5%,14,-17.6%,-56.3%,22,15.8%,4.8%,29,-9.4%,16.0%,50,21,-9,99.5%,1.1%,2.1%
,February 2019,"$1,025K",12.7%,-7.9%,17,21.4%,-34.6%,23,4.5%,-36.1%,35,20.7%,6.1%,97,48,33,97.3%,-2.2%,-0.5%
,March 2019,"$1,100K",7.3%,-3.5%,21,23.5%,-32.3%,40,73.9%,-14.9%,43,22.9%,30.3%,97,0,73,96.9%,-0.5%,-1.7%
,April 2019,"$1,100K",0.0%,-4.3%,23,9.5%,-34.3%,43,7.5%,-15.7%,47,9.3%,46.9%,53,-44,28,97.6%,0.8%,-2.1%
,May 2019,$975K,-11.4%,-1.0%,23,0.0%,-30.3%,37,-14.0%,-24.5%,40,-14.9%,21.2%,53,0,28,98.9%,1.3%,-0.7%
,June 2019,$869K,-10.9%,-28.2%,21,-8.7%,-44.7%,30,-18.9%,-40.0%,39,-2.5%,11.4%,58,5,29,99.5%,0.6%,0.5%
,July 2019,$895K,3.0%,-24.8%,22,4.8%,-29.0%,42,40.0%,0.0%,54,38.5%,58.8%,65,7,36,99.7%,0.2%,1.2%
,August 2019,$912K,1.9%,-42.3%,19,-13.6%,-40.6%,57,35.7%,42.5%,64,18.5%,88.2%,64,-1,35,99.1%,-0.7%,0.0%
,September 2019,$990K,8.6%,-31.7%,18,-5.3%,-28.0%,58,1.8%,56.8%,62,-3.1%,72.2%,63,-1,44,99.1%,0.0%,-1.8%
,October 2019,"$1,050K",6.0%,-11.0%,23,27.8%,-8.0%,41,-29.3%,20.6%,54,-12.9%,42.1%,65,2,38,97.1%,-2.0%,-2.7%
,November 2019,"$1,040K",-1.0%,-2.8%,27,17.4%,28.6%,33,-19.5%,10.0%,52,-3.7%,36.8%,61,-4,37,97.0%,-0.1%,-2.7%
,December 2019,"$1,128K",8.5%,5.4%,30,11.1%,76.5%,25,-24.2%,31.6%,42,-19.2%,31.3%,79,18,50,95.9%,-1.1%,-2.5%
,January 2020,"$1,106K",-2.0%,21.6%,29,-3.3%,107.1%,38,52.0%,72.7%,51,21.4%,75.9%,92,13,43,95.6%,-0.3%,-3.9%
,February 2020,"$1,083K",-2.1%,5.6%,26,-10.3%,52.9%,42,10.5%,82.6%,48,-5.9%,37.1%,105,13,8,96.5%,0.9%,-0.8%
,March 2020,"$1,075K",-0.7%,-2.3%,29,11.5%,38.1%,47,11.9%,17.5%,43,-10.4%,0.0%,93,-12,-4,98.1%,1.6%,1.3%
,April 2020,"$1,039K",-3.3%,-5.5%,23,-20.7%,0.0%,33,-29.8%,-23.3%,42,-2.3%,-10.6%,48,-45,-5,99.6%,1.5%,2.0%
,May 2020,"$1,132K",8.9%,16.1%,22,-4.3%,-4.3%,33,0.0%,-10.8%,52,23.8%,30.0%,51,3,-2,98.5%,-1.1%,-0.4%
,June 2020,"$1,185K",4.7%,36.4%,13,-40.9%,-38.1%,37,12.1%,23.3%,57,9.6%,46.2%,75,24,17,97.7%,-0.8%,-1.8%
,July 2020,"$1,243K",4.9%,38.8%,10,-23.1%,-54.5%,49,32.4%,16.7%,69,21.1%,27.8%,96,21,31,97.3%,-0.4%,-2.4%
,August 2020,"$1,058K",-14.9%,16.0%,21,110.0%,10.5%,49,0.0%,-14.0%,67,-2.9%,4.7%,54,-42,-10,98.5%,1.2%,-0.6%
,September 2020,"$1,100K",4.0%,11.1%,22,4.8%,22.2%,55,12.2%,-5.2%,72,7.5%,16.1%,55,1,-9,98.4%,-0.1%,-0.7%
,October 2020,"$1,117K",1.5%,6.3%,30,36.4%,30.4%,47,-14.5%,14.6%,67,-6.9%,24.1%,53,-2,-13,97.8%,-0.6%,0.7%
,November 2020,"$1,130K",1.2%,8.7%,22,-26.7%,-18.5%,40,-14.9%,21.2%,59,-11.9%,13.5%,54,1,-8,97.1%,-0.7%,0.1%
,December 2020,"$1,135K",0.4%,0.6%,29,31.8%,-3.3%,31,-22.5%,24.0%,55,-6.8%,31.0%,64,11,-15,96.7%,-0.4%,0.8%
,January 2021,"$1,155K",1.8%,4.4%,30,3.4%,3.4%,41,32.3%,7.9%,60,9.1%,17.6%,105,41,13,95.8%,-0.9%,0.2%
,February 2021,"$1,200K",3.9%,10.9%,37,23.3%,42.3%,57,39.0%,35.7%,69,15.0%,43.8%,102,-3,-3,96.2%,0.4%,-0.3%
,March 2021,"$1,250K",4.2%,16.3%,37,0.0%,27.6%,69,21.1%,46.8%,74,7.2%,72.1%,102,0,9,96.3%,0.1%,-1.8%
,April 2021,"$1,156K",-7.5%,11.3%,40,8.1%,73.9%,68,-1.4%,106.1%,76,2.7%,81.0%,50,-53,2,97.4%,1.0%,-2.2%
,May 2021,"$1,070K",-7.5%,-5.4%,39,-2.5%,77.3%,64,-5.9%,93.9%,79,3.9%,51.9%,59,10,8,97.5%,0.1%,-1.1%
,June 2021,"$1,025K",-4.2%,-13.5%,45,15.4%,246.2%,62,-3.1%,67.6%,73,-7.6%,28.1%,59,0,-16,98.9%,1.4%,1.2%
,July 2021,$993K,-3.2%,-20.1%,46,2.2%,360.0%,63,1.6%,28.6%,73,0.0%,5.8%,61,2,-35,99.4%,0.5%,2.1%
,August 2021,"$1,035K",4.3%,-2.1%,43,-6.5%,104.8%,67,6.3%,36.7%,75,2.7%,11.9%,61,0,7,99.2%,-0.2%,0.7%
"Los Angeles, CA - Westwood",January 2014,$655K,-9.0%,13.9%,59,-22.4%,-18.1%,85,14.9%,-12.4%,98,1.0%,8.9%,40,3,-15,97.6%,0.8%,1.3%
,February 2014,$675K,3.1%,26.2%,58,-1.7%,-7.9%,89,4.7%,-11.0%,93,-5.1%,6.9%,42,3,-18,96.9%,-0.7%,-0.5%
,March 2014,$680K,0.7%,23.6%,57,-1.7%,-3.4%,120,34.8%,4.3%,109,17.2%,32.9%,54,12,17,96.7%,-0.2%,-2.6%
,April 2014,$721K,6.0%,20.8%,70,22.8%,-5.4%,122,1.7%,2.5%,104,-4.6%,13.0%,39,-15,9,96.3%,-0.4%,-3.7%
,May 2014,$680K,-5.7%,7.9%,71,1.4%,-10.1%,139,13.9%,3.7%,107,2.9%,10.3%,32,-7,-5,97.1%,0.8%,-1.6%
,June 2014,$695K,2.2%,7.8%,78,9.9%,-11.4%,141,1.4%,-3.4%,117,9.3%,10.4%,29,-3,-6,97.0%,0.0%,-1.1%
,July 2014,$698K,0.4%,9.0%,78,0.0%,-16.1%,146,3.5%,-0.7%,119,1.7%,9.2%,26,-3,-16,97.2%,0.2%,-0.9%
,August 2014,$705K,1.1%,17.4%,76,-2.6%,-28.3%,145,-0.7%,5.8%,118,-0.8%,18.0%,29,3,-4,97.1%,-0.1%,-2.3%
,September 2014,$745K,5.7%,14.6%,91,19.7%,-10.8%,121,-16.6%,-14.8%,98,-16.9%,-10.1%,34,6,2,97.3%,0.2%,-1.5%
,October 2014,$710K,-4.7%,3.6%,95,4.4%,-4.0%,110,-9.1%,-5.2%,98,0.0%,-10.1%,38,4,6,97.4%,0.1%,-0.4%
,November 2014,$733K,3.2%,-8.4%,98,3.2%,18.1%,90,-18.2%,-14.3%,102,4.1%,0.0%,39,1,2,97.1%,-0.3%,0.4%
,December 2014,$705K,-3.8%,-2.1%,73,-25.5%,-3.9%,78,-13.3%,5.4%,92,-9.8%,-5.2%,43,4,6,96.9%,-0.1%,0.1%
,January 2015,$750K,6.4%,14.5%,67,-8.2%,13.6%,89,14.1%,4.7%,102,10.9%,4.1%,39,-4,-1,97.0%,0.1%,-0.6%
,February 2015,$762K,1.6%,12.9%,59,-11.9%,1.7%,95,6.7%,6.7%,91,-10.8%,-2.2%,59,20,17,96.7%,-0.3%,-0.2%
,March 2015,$750K,-1.6%,10.3%,69,16.9%,21.1%,124,30.5%,3.3%,101,11.0%,-7.3%,43,-16,-11,97.2%,0.4%,0.5%
,April 2015,$750K,0.0%,4.0%,80,15.9%,14.3%,128,3.2%,4.9%,109,7.9%,4.8%,26,-17,-13,97.4%,0.2%,1.1%
,May 2015,$710K,-5.4%,4.3%,95,18.8%,33.8%,141,10.2%,1.4%,95,-12.8%,-11.2%,27,1,-5,97.3%,-0.1%,0.2%
,June 2015,$773K,8.9%,11.2%,111,16.8%,42.3%,141,0.0%,0.0%,101,6.3%,-13.7%,39,12,10,97.4%,0.1%,0.4%
,July 2015,$745K,-3.6%,6.8%,109,-1.8%,39.7%,132,-6.4%,-9.6%,95,-5.9%,-20.2%,44,5,18,97.5%,0.1%,0.3%
,August 2015,$760K,2.0%,7.8%,112,2.8%,47.4%,116,-12.1%,-20.0%,94,-1.1%,-20.3%,37,-7,9,98.4%,0.9%,1.3%
,September 2015,$722K,-5.0%,-3.1%,98,-12.5%,7.7%,102,-12.1%,-15.7%,93,-1.1%,-5.1%,35,-2,1,98.4%,0.0%,1.1%
,October 2015,$723K,0.1%,1.8%,92,-6.1%,-3.2%,98,-3.9%,-10.9%,86,-7.5%,-12.2%,35,-1,-4,98.1%,-0.2%,0.8%
,November 2015,$723K,0.0%,-1.4%,80,-13.0%,-18.4%,91,-7.1%,1.1%,74,-14.0%,-27.5%,53,19,14,97.9%,-0.3%,0.8%
,December 2015,$743K,2.8%,5.4%,78,-2.5%,6.8%,79,-13.2%,1.3%,71,-4.1%,-22.8%,48,-6,5,97.2%,-0.6%,0.3%
,January 2016,$795K,7.0%,6.0%,62,-20.5%,-7.5%,80,1.3%,-10.1%,77,8.5%,-24.5%,52,5,13,97.2%,0.0%,0.2%
,February 2016,$785K,-1.3%,3.0%,55,-11.3%,-6.8%,104,30.0%,9.5%,90,16.9%,-1.1%,42,-11,-17,96.6%,-0.7%,-0.1%
,March 2016,$779K,-0.8%,3.9%,63,14.5%,-8.7%,125,20.2%,0.8%,91,1.1%,-9.9%,34,-8,-9,98.3%,1.7%,1.1%
,April 2016,$758K,-2.8%,1.0%,74,17.5%,-7.5%,124,-0.8%,-3.1%,90,-1.1%,-17.4%,20,-14,-6,98.5%,0.2%,1.1%
,May 2016,$785K,3.6%,10.6%,89,20.3%,-6.3%,126,1.6%,-10.6%,87,-3.3%,-8.4%,26,6,-2,98.9%,0.4%,1.6%
,June 2016,$845K,7.6%,9.2%,90,1.1%,-18.9%,123,-2.4%,-12.8%,81,-6.9%,-19.8%,30,4,-10,99.0%,0.1%,1.6%
,July 2016,$826K,-2.2%,10.9%,96,6.7%,-11.9%,128,4.1%,-3.0%,86,6.2%,-9.5%,33,4,-11,99.2%,0.2%,1.7%
,August 2016,$818K,-1.0%,7.6%,103,7.3%,-8.0%,113,-11.7%,-2.6%,76,-11.6%,-19.1%,33,0,-4,99.1%,-0.2%,0.6%
,September 2016,$771K,-5.8%,6.7%,91,-11.7%,-7.1%,110,-2.7%,7.8%,76,0.0%,-18.3%,31,-2,-4,99.1%,0.0%,0.7%
,October 2016,$809K,5.0%,12.0%,90,-1.1%,-2.2%,103,-6.4%,5.1%,79,3.9%,-8.1%,30,-2,-5,98.7%,-0.4%,0.6%
,November 2016,$845K,4.4%,17.0%,85,-5.6%,6.3%,94,-8.7%,3.3%,80,1.3%,8.1%,25,-5,-28,98.4%,-0.4%,0.5%
,December 2016,$860K,1.8%,15.7%,79,-7.1%,1.3%,80,-14.9%,1.3%,71,-11.3%,0.0%,34,9,-14,97.9%,-0.4%,0.7%
,January 2017,$861K,0.1%,8.3%,66,-16.5%,6.5%,78,-2.5%,-2.5%,66,-7.0%,-14.3%,25,-10,-28,97.8%,-0.1%,0.6%
,February 2017,$857K,-0.5%,9.2%,58,-12.1%,5.5%,80,2.6%,-23.1%,65,-1.5%,-27.8%,43,19,2,98.0%,0.2%,1.4%
,March 2017,$854K,-0.4%,9.6%,67,15.5%,6.3%,98,22.5%,-21.6%,73,12.3%,-19.8%,27,-16,-7,98.6%,0.6%,0.3%
,April 2017,$766K,-10.3%,1.1%,76,13.4%,2.7%,104,6.1%,-16.1%,80,9.6%,-11.1%,29,2,9,99.6%,1.0%,1.1%
,May 2017,$812K,6.0%,3.4%,88,15.8%,-1.1%,116,11.5%,-7.9%,83,3.8%,-4.6%,27,-3,1,99.6%,0.0%,0.7%
,June 2017,$838K,3.2%,-0.8%,91,3.4%,1.1%,108,-6.9%,-12.2%,75,-9.6%,-7.4%,22,-5,-8,100.1%,0.5%,1.0%
,July 2017,$875K,4.5%,5.9%,93,2.2%,-3.1%,101,-6.5%,-21.1%,81,8.0%,-5.8%,31,9,-3,98.8%,-1.2%,-0.4%
,August 2017,$850K,-2.9%,3.9%,85,-8.6%,-17.5%,95,-5.9%,-15.9%,82,1.2%,7.9%,27,-4,-6,100.0%,1.1%,0.9%
,September 2017,$822K,-3.3%,6.7%,70,-17.6%,-23.1%,94,-1.1%,-14.5%,82,0.0%,7.9%,41,14,10,98.9%,-1.1%,-0.2%
,October 2017,$810K,-1.5%,0.1%,68,-2.9%,-24.4%,91,-3.2%,-11.7%,73,-11.0%,-7.6%,34,-7,5,99.7%,0.8%,1.0%
,November 2017,$860K,6.2%,1.8%,63,-7.4%,-25.9%,83,-8.8%,-11.7%,77,5.5%,-3.8%,37,3,12,98.7%,-1.1%,0.3%
,December 2017,$892K,3.7%,3.7%,74,17.5%,-6.3%,66,-20.5%,-17.5%,59,-23.4%,-16.9%,34,-4,-1,99.0%,0.3%,1.0%
,January 2018,$912K,2.2%,5.8%,70,-5.4%,6.1%,73,10.6%,-6.4%,62,5.1%,-6.1%,46,13,22,98.2%,-0.8%,0.3%
,February 2018,$949K,4.1%,10.7%,69,-1.4%,19.0%,86,17.8%,7.5%,60,-3.2%,-7.7%,49,3,6,97.8%,-0.3%,-0.2%
,March 2018,$955K,0.6%,11.8%,79,14.5%,17.9%,104,20.9%,6.1%,62,3.3%,-15.1%,32,-17,5,99.0%,1.1%,0.3%
,April 2018,$949K,-0.6%,23.9%,81,2.5%,6.6%,100,-3.8%,-3.8%,68,9.7%,-15.0%,29,-3,0,100.2%,1.2%,0.6%
,May 2018,$970K,2.2%,19.5%,81,0.0%,-8.0%,97,-3.0%,-16.4%,74,8.8%,-10.8%,23,-6,-4,100.7%,0.5%,1.1%
,June 2018,$975K,0.5%,16.4%,64,-21.0%,-29.7%,101,4.1%,-6.5%,72,-2.7%,-4.0%,29,6,7,100.3%,-0.4%,0.2%
,July 2018,"$1,007K",3.3%,15.1%,70,9.4%,-24.7%,117,15.8%,15.8%,82,13.9%,1.2%,28,-1,-3,99.4%,-0.9%,0.5%
,August 2018,"$1,000K",-0.7%,17.6%,75,7.1%,-11.8%,116,-0.9%,22.1%,82,0.0%,0.0%,25,-3,-2,99.1%,-0.2%,-0.8%
,September 2018,$973K,-2.7%,18.4%,73,-2.7%,4.3%,125,7.8%,33.0%,88,7.3%,7.3%,25,0,-16,99.0%,-0.1%,0.1%
,October 2018,$926K,-4.9%,14.3%,81,11.0%,19.1%,117,-6.4%,28.6%,87,-1.1%,19.2%,24,-1,-10,99.3%,0.3%,-0.4%
,November 2018,$974K,5.2%,13.3%,82,1.2%,30.2%,112,-4.3%,34.9%,92,5.7%,19.5%,28,4,-9,98.7%,-0.6%,0.0%
,December 2018,"$1,059K",8.7%,18.7%,78,-4.9%,5.4%,84,-25.0%,27.3%,85,-7.6%,44.1%,27,-2,-7,99.1%,0.4%,0.1%
,January 2019,"$1,162K",9.7%,27.5%,54,-30.8%,-22.9%,66,-21.4%,-9.6%,86,1.2%,38.7%,33,7,-13,98.4%,-0.7%,0.2%
,February 2019,"$1,025K",-11.8%,8.0%,41,-24.1%,-40.6%,56,-15.2%,-34.9%,83,-3.5%,38.3%,52,19,3,98.6%,0.2%,0.8%
,March 2019,$908K,-11.4%,-4.9%,55,34.1%,-30.4%,76,35.7%,-26.9%,83,0.0%,33.9%,74,22,42,97.0%,-1.6%,-2.0%
,April 2019,$914K,0.7%,-3.7%,64,16.4%,-21.0%,97,27.6%,-3.0%,101,21.7%,48.5%,81,7,52,97.6%,0.6%,-2.6%
,May 2019,$960K,5.0%,-1.0%,77,20.3%,-4.9%,133,37.1%,37.1%,124,22.8%,67.6%,63,-18,40,97.3%,-0.3%,-3.4%
,June 2019,$960K,0.0%,-1.5%,71,-7.8%,10.9%,139,4.5%,37.6%,138,11.3%,91.7%,49,-14,20,97.2%,-0.1%,-3.1%
