Region,Month of Period End,Median Sale Price,Median Sale Price MoM ,Median Sale Price YoY ,Homes Sold,Homes Sold MoM ,Homes Sold YoY ,New Listings,New Listings MoM ,New Listings YoY ,Inventory,Inventory MoM , Inventory YoY ,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List,Average Sale To List MoM ,Average Sale To List YoY 
,August 2016,"$1,738K",-2.8%,34.7%,126,-1.6%,-5.3%,179,4.1%,4.1%,134,-0.7%,-7.6%,25,-1,5,99.9%,-0.1%,-0.4%
,September 2016,"$1,685K",-3.0%,57.5%,135,7.1%,16.4%,170,-5.0%,0.6%,129,-3.7%,-14.0%,29,4,-8,99.3%,-0.6%,-0.3%
,October 2016,"$1,660K",-1.5%,52.3%,135,0.0%,23.9%,159,-6.5%,-9.7%,136,5.4%,-3.5%,34,5,-2,98.7%,-0.6%,-1.5%
,November 2016,"$1,596K",-3.9%,31.4%,123,-8.9%,6.0%,130,-18.2%,-13.9%,104,-23.5%,-18.1%,41,7,16,97.6%,-1.1%,-2.5%
,December 2016,"$1,650K",3.4%,20.0%,104,-15.4%,-8.8%,86,-33.8%,-23.2%,68,-34.6%,-30.6%,47,6,22,97.3%,-0.4%,-2.6%
,January 2017,"$1,813K",9.8%,22.6%,90,-13.5%,-17.4%,83,-3.5%,-30.3%,77,13.2%,-34.2%,46,-1,13,97.5%,0.3%,-1.2%
,February 2017,"$1,810K",-0.1%,44.2%,83,-7.8%,-21.7%,104,25.3%,-16.8%,98,27.3%,-16.2%,36,-10,-4,98.1%,0.6%,-0.2%
,March 2017,"$1,810K",0.0%,30.6%,81,-2.4%,-21.4%,157,51.0%,0.0%,118,20.4%,3.5%,22,-14,-17,98.9%,0.8%,-0.8%
,April 2017,"$1,675K",-7.5%,18.8%,91,12.3%,-18.0%,159,1.3%,-1.2%,117,-0.8%,0.9%,20,-2,-16,100.1%,1.3%,-0.3%
,May 2017,"$1,628K",-2.8%,-7.3%,102,12.1%,-21.5%,176,10.7%,8.6%,116,-0.9%,-4.9%,23,3,-9,100.5%,0.4%,-0.3%
,June 2017,"$1,788K",9.8%,-2.3%,130,27.5%,-5.8%,173,-1.7%,4.2%,124,6.9%,-3.9%,28,5,1,99.7%,-0.8%,-0.6%
,July 2017,"$1,935K",8.2%,8.2%,144,10.8%,12.5%,169,-2.3%,-1.7%,116,-6.5%,-14.1%,24,-4,-2,99.3%,-0.4%,-0.7%
,August 2017,"$2,100K",8.6%,20.9%,143,-0.7%,13.5%,151,-10.7%,-15.6%,108,-6.9%,-19.4%,26,2,1,98.8%,-0.5%,-1.1%
,September 2017,"$1,900K",-9.5%,12.8%,129,-9.8%,-4.4%,151,0.0%,-11.2%,117,8.3%,-9.3%,26,1,-3,98.7%,-0.1%,-0.6%
,October 2017,"$1,738K",-8.6%,4.7%,122,-5.4%,-9.6%,156,3.3%,-1.9%,117,0.0%,-14.0%,33,7,-2,98.7%,0.0%,0.0%
,November 2017,"$1,748K",0.6%,9.5%,118,-3.3%,-4.1%,154,-1.3%,18.5%,114,-2.6%,9.6%,27,-6,-15,99.5%,0.8%,1.9%
,December 2017,"$1,765K",1.0%,7.0%,114,-3.4%,9.6%,109,-29.2%,26.7%,87,-23.7%,27.9%,27,1,-20,100.2%,0.6%,2.9%
,January 2018,"$1,815K",2.8%,0.1%,99,-13.2%,10.0%,82,-24.8%,-1.2%,84,-3.4%,9.1%,27,0,-19,99.9%,-0.3%,2.4%
,February 2018,"$1,973K",8.7%,9.0%,88,-11.1%,6.0%,86,4.9%,-17.3%,96,14.3%,-2.0%,44,17,8,98.8%,-1.1%,0.7%
,March 2018,"$2,395K",21.4%,32.3%,84,-4.5%,3.7%,128,48.8%,-18.5%,107,11.5%,-9.3%,36,-8,14,98.0%,-0.8%,-0.9%
,April 2018,"$2,266K",-5.4%,35.3%,88,4.8%,-3.3%,172,34.4%,8.2%,135,26.2%,15.4%,29,-8,9,99.1%,1.1%,-1.0%
,May 2018,"$2,095K",-7.5%,28.7%,103,17.0%,1.0%,175,1.7%,-0.6%,126,-6.7%,8.6%,21,-8,-2,100.5%,1.4%,0.0%
,June 2018,"$2,123K",1.3%,18.7%,104,1.0%,-20.0%,176,0.6%,1.7%,134,6.3%,8.1%,19,-2,-9,101.2%,0.7%,1.5%
,July 2018,"$2,150K",1.3%,11.1%,131,26.0%,-9.0%,157,-10.8%,-7.1%,127,-5.2%,9.5%,23,4,-1,100.2%,-1.0%,0.8%
,August 2018,"$2,163K",0.6%,3.0%,134,2.3%,-6.3%,160,1.9%,6.0%,125,-1.6%,15.7%,30,7,5,99.8%,-0.4%,0.9%
,September 2018,"$2,150K",-0.6%,13.2%,129,-3.7%,0.0%,153,-4.4%,1.3%,144,15.2%,23.1%,42,12,16,99.1%,-0.6%,0.4%
,October 2018,"$2,280K",6.0%,31.2%,97,-24.8%,-20.5%,146,-4.6%,-6.4%,146,1.4%,24.8%,48,6,16,98.6%,-0.5%,-0.1%
,November 2018,"$2,055K",-9.9%,17.6%,84,-13.4%,-28.8%,144,-1.4%,-6.5%,141,-3.4%,23.7%,49,1,23,98.1%,-0.5%,-1.4%
,December 2018,"$1,785K",-13.1%,1.1%,87,3.6%,-23.7%,105,-27.1%,-3.7%,111,-21.3%,27.6%,44,-5,17,97.8%,-0.4%,-2.4%
,January 2019,"$1,625K",-9.0%,-10.4%,85,-2.3%,-14.1%,106,1.0%,29.3%,126,13.5%,50.0%,42,-2,15,97.9%,0.1%,-2.0%
,February 2019,"$1,900K",16.9%,-3.7%,83,-2.4%,-5.7%,108,1.9%,25.6%,148,17.5%,54.2%,54,12,10,96.4%,-1.5%,-2.3%
,March 2019,"$2,231K",17.4%,-6.9%,76,-8.4%,-9.5%,148,37.0%,15.6%,170,14.9%,58.9%,50,-4,14,97.4%,1.0%,-0.6%
,April 2019,"$1,975K",-11.5%,-12.8%,87,14.5%,-1.1%,160,8.1%,-7.0%,176,3.5%,30.4%,57,7,28,97.4%,0.0%,-1.7%
,May 2019,"$1,948K",-1.4%,-7.0%,106,21.8%,2.9%,179,11.9%,2.3%,189,7.4%,50.0%,54,-3,33,98.3%,0.8%,-2.2%
,June 2019,"$1,900K",-2.4%,-10.5%,115,8.5%,10.6%,183,2.2%,4.0%,205,8.5%,53.0%,56,2,37,98.0%,-0.2%,-3.1%
,July 2019,"$2,250K",18.4%,4.7%,121,5.2%,-7.6%,168,-8.2%,7.0%,191,-6.8%,50.4%,55,-2,32,98.3%,0.3%,-1.8%
,August 2019,"$1,849K",-17.8%,-14.5%,112,-7.4%,-16.4%,132,-21.4%,-17.5%,168,-12.0%,34.4%,59,5,29,98.6%,0.2%,-1.2%
,September 2019,"$1,892K",2.3%,-12.0%,115,2.7%,-10.9%,132,0.0%,-13.7%,170,1.2%,18.1%,65,6,23,98.6%,0.0%,-0.5%
,October 2019,"$1,475K",-22.0%,-35.3%,111,-3.5%,14.4%,143,8.3%,-2.1%,170,0.0%,16.4%,62,-3,14,98.3%,-0.4%,-0.4%
,November 2019,"$1,550K",5.1%,-24.6%,101,-9.0%,20.2%,136,-4.9%,-5.6%,152,-10.6%,7.8%,77,15,28,97.6%,-0.7%,-0.6%
,December 2019,"$1,823K",17.6%,2.1%,99,-2.0%,13.8%,93,-31.6%,-11.4%,108,-28.9%,-2.7%,84,8,40,96.7%,-0.9%,-1.1%
,January 2020,"$2,050K",12.5%,26.2%,95,-4.0%,11.8%,98,5.4%,-7.5%,131,21.3%,4.0%,101,17,59,96.8%,0.1%,-1.1%
,February 2020,"$1,938K",-5.5%,2.0%,90,-5.3%,8.4%,117,19.4%,8.3%,149,13.7%,0.7%,87,-14,34,96.9%,0.1%,0.5%
,March 2020,"$2,065K",6.6%,-7.4%,75,-16.7%,-1.3%,147,25.6%,-0.7%,142,-4.7%,-16.5%,73,-15,23,97.4%,0.5%,0.0%
,April 2020,"$1,817K",-12.0%,-8.0%,72,-4.0%,-17.2%,115,-21.8%,-28.1%,133,-6.3%,-24.4%,63,-10,6,97.2%,-0.2%,-0.2%
,May 2020,"$1,865K",2.7%,-4.2%,69,-4.2%,-34.9%,122,6.1%,-31.8%,161,21.1%,-14.8%,51,-12,-3,96.9%,-0.3%,-1.4%
,June 2020,"$1,813K",-2.8%,-4.6%,70,1.4%,-39.1%,156,27.9%,-14.8%,199,23.6%,-2.9%,56,5,0,96.2%,-0.7%,-1.9%
,July 2020,"$1,785K",-1.5%,-20.7%,83,18.6%,-31.4%,208,33.3%,23.8%,220,10.6%,15.2%,51,-6,-4,97.0%,0.9%,-1.3%
,August 2020,"$1,900K",6.4%,2.8%,119,43.4%,6.3%,220,5.8%,66.7%,216,-1.8%,28.6%,55,4,-5,97.9%,0.8%,-0.7%
,September 2020,"$2,183K",14.9%,15.4%,138,16.0%,20.0%,203,-7.7%,53.8%,217,0.5%,27.6%,53,-2,-12,98.4%,0.5%,-0.2%
,October 2020,"$2,382K",9.1%,61.5%,140,1.4%,26.1%,210,3.4%,46.9%,232,6.9%,36.5%,54,1,-8,98.0%,-0.4%,-0.3%
,November 2020,"$2,300K",-3.4%,48.4%,129,-7.9%,27.7%,179,-14.8%,31.6%,210,-9.5%,38.2%,54,0,-23,98.1%,0.1%,0.6%
,December 2020,"$2,250K",-2.2%,23.4%,135,4.7%,36.4%,150,-16.2%,61.3%,161,-23.3%,49.1%,70,16,-14,97.6%,-0.5%,0.9%
,January 2021,"$1,955K",-13.1%,-4.6%,122,-9.6%,28.4%,123,-18.0%,25.5%,178,10.6%,35.9%,77,7,-24,97.7%,0.2%,0.9%
,February 2021,"$1,914K",-2.1%,-1.2%,111,-9.0%,23.3%,145,17.9%,23.9%,182,2.2%,22.1%,85,8,-2,97.8%,0.1%,0.9%
,March 2021,"$1,837K",-4.0%,-11.1%,111,0.0%,48.0%,185,27.6%,25.9%,168,-7.7%,18.3%,70,-15,-3,99.2%,1.4%,1.8%
,April 2021,"$2,050K",11.6%,12.9%,169,52.3%,134.7%,205,10.8%,78.3%,159,-5.4%,19.5%,61,-9,-2,99.6%,0.4%,2.4%
,May 2021,"$2,100K",2.4%,12.6%,193,14.2%,179.7%,214,4.4%,75.4%,158,-0.6%,-1.9%,54,-7,3,99.9%,0.3%,3.0%
,June 2021,"$2,000K",-4.8%,10.3%,203,5.2%,190.0%,205,-4.2%,31.4%,147,-7.0%,-26.1%,51,-4,-6,100.0%,0.1%,3.8%
,July 2021,"$1,815K",-9.2%,1.7%,167,-17.7%,101.2%,186,-9.3%,-10.6%,147,0.0%,-33.2%,48,-3,-3,100.0%,0.0%,3.0%
,August 2021,"$1,700K",-6.3%,-10.5%,150,-10.2%,26.1%,175,-5.9%,-20.5%,140,-4.8%,-35.2%,48,0,-7,100.0%,0.0%,2.1%
"Los Angeles, CA - Century City",January 2014,$945K,-1.8%,9.5%,38,-19.1%,35.7%,36,-16.3%,-20.0%,65,3.2%,44.4%,59,3,-30,95.8%,-0.2%,2.8%
,February 2014,"$1,000K",5.9%,5.4%,34,-10.5%,-2.9%,49,36.1%,-7.5%,68,4.6%,58.1%,90,31,35,96.1%,0.3%,2.8%
,March 2014,"$1,000K",0.0%,11.1%,38,11.8%,8.6%,61,24.5%,-11.6%,69,1.5%,38.0%,98,8,57,96.7%,0.6%,1.5%
,April 2014,"$1,000K",0.0%,9.6%,46,21.1%,4.5%,63,3.3%,-4.5%,69,0.0%,32.7%,100,2,54,96.7%,-0.1%,1.5%
,May 2014,$965K,-3.5%,7.3%,51,10.9%,18.6%,62,-1.6%,-15.1%,65,-5.8%,12.1%,86,-14,35,97.7%,1.0%,1.3%
,June 2014,"$1,113K",15.3%,32.4%,42,-17.6%,-16.0%,63,1.6%,1.6%,69,6.2%,19.0%,64,-23,11,97.7%,0.0%,1.1%
,July 2014,"$1,175K",5.6%,52.2%,45,7.1%,7.1%,54,-14.3%,-6.9%,72,4.3%,18.0%,49,-15,-6,97.5%,-0.2%,-0.4%
,August 2014,"$1,035K",-11.9%,29.4%,39,-13.3%,-4.9%,53,-1.9%,-25.4%,63,-12.5%,-13.7%,37,-12,-26,96.5%,-1.0%,-0.6%
,September 2014,"$1,188K",14.7%,21.2%,48,23.1%,23.1%,54,1.9%,-23.9%,71,12.7%,0.0%,44,7,-32,96.8%,0.3%,-0.6%
,October 2014,"$1,103K",-7.2%,-10.4%,50,4.2%,13.6%,64,18.5%,-20.0%,64,-9.9%,-9.9%,46,3,-13,98.0%,1.3%,0.5%
,November 2014,"$1,045K",-5.2%,2.0%,46,-8.0%,-6.1%,61,-4.7%,22.0%,59,-7.8%,-13.2%,48,2,-6,98.7%,0.7%,1.6%
,December 2014,$863K,-17.5%,-10.3%,43,-6.5%,-8.5%,42,-31.1%,-2.3%,48,-18.6%,-23.8%,39,-9,-17,99.6%,0.9%,3.6%
,January 2015,$865K,0.3%,-8.4%,34,-20.9%,-10.5%,33,-21.4%,-8.3%,55,14.6%,-15.4%,41,2,-19,97.7%,-1.9%,1.9%
,February 2015,$863K,-0.3%,-13.8%,29,-14.7%,-14.7%,31,-6.1%,-36.7%,51,-7.3%,-25.0%,41,1,-49,96.8%,-0.9%,0.7%
,March 2015,"$1,010K",17.1%,1.0%,22,-24.1%,-42.1%,52,67.7%,-14.8%,60,17.6%,-13.0%,66,25,-33,95.6%,-1.1%,-1.1%
,April 2015,$898K,-11.1%,-10.3%,28,27.3%,-39.1%,56,7.7%,-11.1%,58,-3.3%,-15.9%,22,-44,-78,97.5%,1.9%,0.9%
,May 2015,$843K,-6.1%,-12.7%,32,14.3%,-37.3%,58,3.6%,-6.5%,58,0.0%,-10.8%,45,23,-42,98.1%,0.5%,0.3%
,June 2015,$799K,-5.2%,-28.2%,43,34.4%,2.4%,59,1.7%,-6.3%,62,6.9%,-10.1%,29,-16,-35,98.7%,0.6%,1.0%
,July 2015,$817K,2.3%,-30.5%,42,-2.3%,-6.7%,64,8.5%,18.5%,64,3.2%,-11.1%,31,2,-19,99.5%,0.8%,2.0%
,August 2015,$895K,9.5%,-13.5%,46,9.5%,17.9%,67,4.7%,26.4%,61,-4.7%,-3.2%,31,0,-7,99.5%,0.0%,3.0%
,September 2015,$846K,-5.4%,-28.7%,36,-21.7%,-25.0%,55,-17.9%,1.9%,56,-8.2%,-21.1%,33,3,-11,99.7%,0.2%,2.9%
,October 2015,"$1,050K",24.1%,-4.8%,31,-13.9%,-38.0%,58,5.5%,-9.4%,61,8.9%,-4.7%,34,1,-12,96.6%,-3.1%,-1.4%
,November 2015,$905K,-13.8%,-13.4%,34,9.7%,-26.1%,44,-24.1%,-27.9%,46,-24.6%,-22.0%,32,-3,-16,96.4%,-0.2%,-2.3%
,December 2015,$936K,3.4%,8.5%,41,20.6%,-4.7%,38,-13.6%,-9.5%,38,-17.4%,-20.8%,40,9,1,95.8%,-0.6%,-3.8%
,January 2016,$925K,-1.2%,6.9%,41,0.0%,20.6%,41,7.9%,24.2%,51,34.2%,-7.3%,44,4,4,97.3%,1.5%,-0.4%
,February 2016,"$1,060K",14.6%,22.9%,36,-12.2%,24.1%,62,51.2%,100.0%,56,9.8%,9.8%,51,7,10,98.7%,1.4%,2.0%
,March 2016,"$1,060K",0.0%,5.0%,28,-22.2%,27.3%,72,16.1%,38.5%,56,0.0%,-6.7%,75,24,10,99.8%,1.0%,4.1%
,April 2016,"$1,095K",3.3%,22.0%,41,46.4%,46.4%,67,-6.9%,19.6%,57,1.8%,-1.7%,34,-41,12,99.5%,-0.3%,2.0%
,May 2016,"$1,060K",-3.2%,25.8%,43,4.9%,34.4%,54,-19.4%,-6.9%,51,-10.5%,-12.1%,33,-1,-12,98.3%,-1.2%,0.2%
,June 2016,"$1,081K",1.9%,35.2%,44,2.3%,2.3%,47,-13.0%,-20.3%,44,-13.7%,-29.0%,42,9,13,98.0%,-0.2%,-0.6%
,July 2016,$940K,-13.0%,15.1%,31,-29.5%,-26.2%,45,-4.3%,-29.7%,49,11.4%,-23.4%,49,7,19,97.8%,-0.3%,-1.8%
,August 2016,$986K,4.8%,10.1%,31,0.0%,-32.6%,56,24.4%,-16.4%,50,2.0%,-18.0%,41,-8,11,98.4%,0.7%,-1.1%
,September 2016,$923K,-6.4%,9.0%,36,16.1%,0.0%,63,12.5%,14.5%,47,-6.0%,-16.1%,42,1,9,98.8%,0.4%,-0.9%
,October 2016,"$1,125K",21.9%,7.1%,45,25.0%,45.2%,56,-11.1%,-3.4%,43,-8.5%,-29.5%,43,1,9,98.2%,-0.6%,1.6%
,November 2016,"$1,053K",-6.4%,16.3%,46,2.2%,35.3%,48,-14.3%,9.1%,49,14.0%,6.5%,55,12,23,97.2%,-1.0%,0.8%
,December 2016,"$1,065K",1.2%,13.8%,44,-4.3%,7.3%,39,-18.8%,2.6%,46,-6.1%,21.1%,51,-4,11,96.9%,-0.3%,1.1%
,January 2017,"$1,080K",1.4%,16.8%,32,-27.3%,-22.0%,42,7.7%,2.4%,48,4.3%,-5.9%,60,9,16,96.9%,0.0%,-0.4%
,February 2017,"$1,085K",0.5%,2.4%,30,-6.3%,-16.7%,38,-9.5%,-38.7%,41,-14.6%,-26.8%,45,-15,-6,97.0%,0.0%,-1.8%
,March 2017,"$1,131K",4.2%,6.7%,34,13.3%,21.4%,48,26.3%,-33.3%,47,14.6%,-16.1%,27,-19,-49,97.0%,0.1%,-2.7%
,April 2017,"$1,107K",-2.1%,1.1%,34,0.0%,-17.1%,53,10.4%,-20.9%,51,8.5%,-10.5%,21,-6,-13,97.8%,0.7%,-1.7%
,May 2017,"$1,139K",2.8%,7.4%,38,11.8%,-11.6%,57,7.5%,5.6%,42,-17.6%,-17.6%,33,12,0,97.9%,0.1%,-0.4%
,June 2017,"$1,074K",-5.7%,-0.6%,50,31.6%,13.6%,52,-8.8%,10.6%,42,0.0%,-4.5%,37,4,-5,97.3%,-0.6%,-0.7%
,July 2017,"$1,025K",-4.5%,9.0%,56,12.0%,80.6%,40,-23.1%,-11.1%,39,-7.1%,-20.4%,37,0,-12,97.7%,0.4%,-0.1%
,August 2017,"$1,000K",-2.4%,1.5%,51,-8.9%,64.5%,40,0.0%,-28.6%,35,-10.3%,-30.0%,47,10,6,98.0%,0.3%,-0.4%
,September 2017,"$1,033K",3.3%,11.9%,38,-25.5%,5.6%,41,2.5%,-34.9%,33,-5.7%,-29.8%,31,-16,-11,98.9%,0.9%,0.1%
,October 2017,"$1,049K",1.5%,-6.8%,31,-18.4%,-31.1%,49,19.5%,-12.5%,36,9.1%,-16.3%,29,-3,-15,98.1%,-0.8%,-0.1%
,November 2017,"$1,131K",7.8%,7.5%,37,19.4%,-19.6%,38,-22.4%,-20.8%,33,-8.3%,-32.7%,25,-4,-30,98.2%,0.1%,0.9%
,December 2017,"$1,146K",1.3%,7.6%,29,-21.6%,-34.1%,27,-28.9%,-30.8%,25,-24.2%,-45.7%,28,3,-23,98.1%,-0.1%,1.2%
,January 2018,"$1,410K",23.0%,30.6%,35,20.7%,9.4%,24,-11.1%,-42.9%,29,16.0%,-39.6%,53,25,-7,97.6%,-0.5%,0.7%
,February 2018,"$1,150K",-18.4%,6.0%,29,-17.1%,-3.3%,39,62.5%,2.6%,38,31.0%,-7.3%,65,12,20,97.9%,0.2%,0.9%
,March 2018,"$1,253K",9.0%,10.8%,35,20.7%,2.9%,52,33.3%,8.3%,36,-5.3%,-23.4%,28,-38,1,98.5%,0.7%,1.5%
,April 2018,"$1,318K",5.1%,19.0%,42,20.0%,23.5%,60,15.4%,13.2%,37,2.8%,-27.5%,26,-2,5,99.6%,1.0%,1.8%
,May 2018,"$1,247K",-5.4%,9.5%,40,-4.8%,5.3%,60,0.0%,5.3%,37,0.0%,-11.9%,26,0,-7,99.4%,-0.1%,1.5%
,June 2018,"$1,300K",4.3%,21.1%,44,10.0%,-12.0%,61,1.7%,17.3%,41,10.8%,-2.4%,31,5,-6,99.0%,-0.5%,1.7%
,July 2018,"$1,270K",-2.3%,23.9%,34,-22.7%,-39.3%,56,-8.2%,40.0%,41,0.0%,5.1%,29,-3,-9,98.7%,-0.3%,1.0%
,August 2018,"$1,602K",26.2%,60.2%,38,11.8%,-25.5%,52,-7.1%,30.0%,43,4.9%,22.9%,29,1,-18,99.3%,0.6%,1.3%
,September 2018,"$1,535K",-4.2%,48.6%,31,-18.4%,-18.4%,49,-5.8%,19.5%,45,4.7%,36.4%,19,-10,-12,100.9%,1.6%,2.0%
,October 2018,"$1,390K",-9.4%,32.5%,31,0.0%,0.0%,46,-6.1%,-6.1%,49,8.9%,36.1%,36,17,7,99.9%,-1.0%,1.8%
,November 2018,"$1,133K",-18.5%,0.1%,26,-16.1%,-29.7%,41,-10.9%,7.9%,48,-2.0%,45.5%,27,-9,2,99.6%,-0.2%,1.5%
,December 2018,"$1,178K",4.0%,2.8%,23,-11.5%,-20.7%,27,-34.1%,0.0%,39,-18.8%,56.0%,32,5,4,99.0%,-0.6%,0.9%
,January 2019,$933K,-20.8%,-33.9%,18,-21.7%,-48.6%,26,-3.7%,8.3%,37,-5.1%,27.6%,50,18,-4,99.8%,0.8%,2.2%
,February 2019,"$1,138K",22.0%,-1.1%,18,0.0%,-37.9%,36,38.5%,-7.7%,53,43.2%,39.5%,83,34,18,97.8%,-2.0%,0.0%
,March 2019,"$1,250K",9.9%,-0.2%,23,27.8%,-34.3%,60,66.7%,15.4%,62,17.0%,72.2%,97,14,70,96.7%,-1.1%,-1.8%
,April 2019,"$1,150K",-8.0%,-12.7%,25,8.7%,-40.5%,63,5.0%,5.0%,64,3.2%,73.0%,53,-44,27,97.5%,0.7%,-2.1%
,May 2019,"$1,178K",2.4%,-5.5%,30,20.0%,-25.0%,51,-19.0%,-15.0%,58,-9.4%,56.8%,53,0,27,98.7%,1.2%,-0.8%
,June 2019,$943K,-20.0%,-27.5%,26,-13.3%,-40.9%,42,-17.6%,-31.1%,61,5.2%,48.8%,57,4,26,99.4%,0.7%,0.4%
,July 2019,$941K,-0.2%,-25.9%,27,3.8%,-20.6%,52,23.8%,-7.1%,67,9.8%,63.4%,63,7,35,99.6%,0.2%,0.9%
,August 2019,"$1,050K",11.6%,-34.5%,23,-14.8%,-39.5%,66,26.9%,26.9%,77,14.9%,79.1%,63,0,34,98.9%,-0.7%,-0.4%
,September 2019,"$1,150K",9.5%,-25.1%,23,0.0%,-25.8%,64,-3.0%,30.6%,72,-6.5%,60.0%,59,-4,40,98.9%,0.0%,-2.0%
,October 2019,"$1,450K",26.1%,4.3%,29,26.1%,-6.5%,50,-21.9%,8.7%,63,-12.5%,28.6%,61,2,26,97.5%,-1.4%,-2.4%
,November 2019,"$1,213K",-16.4%,7.1%,30,3.4%,15.4%,42,-16.0%,2.4%,61,-3.2%,27.1%,59,-2,32,97.2%,-0.3%,-2.4%
,December 2019,"$1,175K",-3.1%,-0.3%,35,16.7%,52.2%,34,-19.0%,25.9%,51,-16.4%,30.8%,61,2,30,95.8%,-1.4%,-3.2%
,January 2020,"$1,185K",0.9%,27.1%,36,2.9%,100.0%,49,44.1%,88.5%,62,21.6%,67.6%,69,8,19,95.7%,-0.1%,-4.1%
,February 2020,"$1,150K",-3.0%,1.1%,33,-8.3%,83.3%,50,2.0%,38.9%,53,-14.5%,0.0%,86,18,3,96.2%,0.4%,-1.6%
,March 2020,"$1,178K",2.4%,-5.8%,35,6.1%,52.2%,56,12.0%,-6.7%,48,-9.4%,-22.6%,69,-18,-29,98.0%,1.8%,1.2%
,April 2020,"$1,078K",-8.5%,-6.3%,26,-25.7%,4.0%,38,-32.1%,-39.7%,49,2.1%,-23.4%,48,-21,-5,99.0%,1.0%,1.5%
,May 2020,"$1,185K",10.0%,0.6%,25,-3.8%,-16.7%,42,10.5%,-17.6%,62,26.5%,6.9%,54,6,1,98.4%,-0.6%,-0.3%
,June 2020,"$1,243K",4.9%,31.8%,14,-44.0%,-46.2%,47,11.9%,11.9%,70,12.9%,14.8%,68,14,12,97.7%,-0.7%,-1.7%
,July 2020,"$1,300K",4.6%,38.2%,13,-7.1%,-51.9%,59,25.5%,13.5%,82,17.1%,22.4%,61,-7,-2,97.4%,-0.3%,-2.2%
,August 2020,"$1,113K",-14.4%,6.0%,26,100.0%,13.0%,62,5.1%,-6.1%,80,-2.4%,3.9%,51,-11,-13,98.0%,0.5%,-0.9%
,September 2020,"$1,235K",11.0%,7.3%,32,23.1%,39.1%,67,8.1%,4.7%,82,2.5%,13.9%,55,4,-5,97.7%,-0.3%,-1.2%
,October 2020,"$1,180K",-4.4%,-18.6%,40,25.0%,37.9%,62,-7.5%,24.0%,78,-4.9%,23.8%,55,0,-7,97.3%,-0.5%,-0.2%
,November 2020,"$1,335K",13.1%,10.1%,35,-12.5%,16.7%,54,-12.9%,28.6%,70,-10.3%,14.8%,55,1,-4,96.8%,-0.5%,-0.4%
,December 2020,"$1,288K",-3.6%,9.6%,42,20.0%,20.0%,44,-18.5%,29.4%,63,-10.0%,23.5%,59,4,-2,97.1%,0.4%,1.3%
,January 2021,"$1,288K",0.0%,8.6%,42,0.0%,16.7%,54,22.7%,10.2%,70,11.1%,12.9%,73,14,5,96.6%,-0.6%,0.8%
,February 2021,"$1,263K",-1.9%,9.8%,46,9.5%,39.4%,68,25.9%,36.0%,77,10.0%,45.3%,69,-4,-17,96.7%,0.1%,0.5%
,March 2021,"$1,500K",18.8%,27.3%,49,6.5%,40.0%,86,26.5%,53.6%,83,7.8%,72.9%,79,10,10,96.8%,0.0%,-1.2%
,April 2021,"$1,350K",-10.0%,25.3%,51,4.1%,96.2%,85,-1.2%,123.7%,87,4.8%,77.6%,52,-27,4,97.6%,0.8%,-1.4%
,May 2021,"$1,199K",-11.2%,1.2%,51,0.0%,104.0%,86,1.2%,104.8%,96,10.3%,54.8%,50,-3,-5,98.7%,1.1%,0.3%
,June 2021,"$1,138K",-5.1%,-8.5%,55,7.8%,292.9%,77,-10.5%,63.8%,86,-10.4%,22.9%,51,2,-17,99.6%,1.0%,1.9%
,July 2021,"$1,190K",4.6%,-8.5%,59,7.3%,353.8%,74,-3.9%,25.4%,79,-8.1%,-3.7%,55,4,-6,99.9%,0.3%,2.5%
,August 2021,"$1,220K",2.5%,9.7%,55,-6.8%,111.5%,70,-5.4%,12.9%,79,0.0%,-1.3%,61,6,11,99.1%,-0.9%,1.1%
"Los Angeles, CA - Westwood",January 2014,$790K,-13.2%,-4.4%,87,-19.4%,-22.3%,112,14.3%,-11.8%,113,1.8%,4.6%,32,0,-17,97.8%,0.4%,1.1%
,February 2014,$850K,7.6%,18.4%,83,-4.6%,-8.8%,111,-0.9%,-12.6%,105,-7.1%,5.0%,37,5,-16,97.3%,-0.5%,-0.3%
,March 2014,$880K,3.5%,39.8%,79,-4.8%,2.6%,150,35.1%,1.4%,123,17.1%,32.3%,39,3,5,97.7%,0.4%,-1.7%
,April 2014,$840K,-4.5%,24.4%,91,15.2%,-8.1%,165,10.0%,7.1%,130,5.7%,18.2%,36,-3,8,97.5%,-0.2%,-2.7%
,May 2014,$822K,-2.1%,5.4%,98,7.7%,-10.9%,196,18.8%,10.1%,136,4.6%,19.3%,24,-12,-2,98.6%,1.1%,-0.8%
,June 2014,$836K,1.7%,7.2%,108,10.2%,-11.5%,204,4.1%,7.4%,142,4.4%,12.7%,21,-3,-3,98.5%,-0.1%,-0.9%
,July 2014,$990K,18.4%,23.8%,119,10.2%,-6.3%,203,-0.5%,5.2%,142,0.0%,6.0%,19,-2,-6,98.8%,0.3%,-0.3%
,August 2014,$990K,0.0%,39.9%,119,0.0%,-15.0%,190,-6.4%,1.6%,137,-3.5%,7.9%,26,7,3,98.3%,-0.5%,-1.8%
,September 2014,$910K,-8.1%,17.5%,138,16.0%,4.5%,163,-14.2%,-13.8%,117,-14.6%,-13.3%,26,0,-1,98.6%,0.3%,-0.6%
